id,surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data,outcome
775,yes,adult,528469,37.1,60.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,7.0,absent,distend_small,53.0,7.5,serosanguious,2.6,yes,2209,0,0,no,died
776,yes,adult,533696,37.1,60.0,12.0,cool,normal,pale_pink,less_3_sec,None,absent,moderate,significant,less_1_liter,2.0,None,None,51.0,65.0,serosanguious,2.0,yes,3111,0,0,no,euthanized
777,no,adult,529461,40.3,114.0,36.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,distend_large,57.0,8.1,serosanguious,4.5,yes,3205,0,0,yes,died
778,yes,adult,528461,38.6,52.0,20.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,none,none,more_1_liter,5.0,normal,distend_small,47.0,7.0,cloudy,2.8,no,2205,0,0,yes,died
779,yes,adult,533871,38.0,100.0,16.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,none,more_1_liter,2.0,decreased,distend_small,47.0,60.0,clear,2.0,no,1400,0,0,yes,died
780,no,adult,529386,39.3,66.0,16.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,6.5,decreased,distend_small,40.0,7.0,serosanguious,5.0,no,2208,0,0,yes,euthanized
781,yes,adult,535166,39.3,120.0,80.0,cool,absent,pale_cyanotic,less_3_sec,severe_pain,hypomotile,none,significant,more_1_liter,2.0,decreased,distend_large,53.0,65.0,cloudy,2.0,yes,3205,0,0,no,euthanized
782,yes,adult,529498,39.2,114.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,6.5,absent,distend_large,60.0,8.1,serosanguious,4.1,yes,2205,0,0,no,died
783,yes,adult,529386,39.1,64.0,21.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,3.0,absent,distend_large,39.0,7.5,clear,3.6,yes,3207,0,0,yes,lived
784,yes,adult,535130,38.2,52.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,6.5,decreased,distend_small,41.0,66.0,clear,2.0,yes,2206,0,0,yes,lived
785,no,adult,534197,38.7,54.0,12.0,cool,normal,pale_pink,less_3_sec,alert,normal,none,none,more_1_liter,5.0,normal,normal,37.0,56.0,cloudy,2.0,no,0,0,0,no,euthanized
786,no,adult,535130,37.5,60.0,16.0,cool,None,pale_pink,less_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,55.0,55.0,serosanguious,2.0,no,0,0,0,no,euthanized
787,yes,adult,534917,37.1,84.0,40.0,cool,reduced,normal_pink,less_3_sec,depressed,absent,none,slight,less_1_liter,3.0,absent,distend_small,75.0,81.0,clear,2.0,yes,2112,0,0,no,lived
788,yes,adult,527365,38.4,76.0,16.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,6.5,absent,distend_small,33.0,6.2,serosanguious,6.5,yes,2205,0,0,yes,died
789,yes,adult,527463,38.3,75.0,32.0,normal,None,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,5.0,None,None,35.0,74.0,cloudy,1.0,yes,2209,0,0,no,lived
790,yes,adult,527563,38.1,72.0,40.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,slight,more_1_liter,4.5,None,distend_small,54.0,7.5,serosanguious,2.6,yes,2205,0,0,no,died
791,no,adult,530001,38.6,42.0,16.0,normal,reduced,normal_pink,less_3_sec,depressed,hypomotile,none,slight,less_1_liter,7.0,absent,distend_large,47.0,7.2,cloudy,2.8,no,0,0,0,yes,died
792,yes,adult,533871,38.5,72.0,40.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,severe,slight,none,2.0,absent,distend_large,35.0,65.0,clear,2.0,yes,3111,0,0,no,lived
793,no,adult,529777,38.3,56.0,40.0,None,None,None,less_3_sec,None,hypomotile,None,slight,None,7.2,None,None,47.0,7.2,clear,2.6,no,2113,0,0,yes,lived
794,no,adult,530242,38.1,108.0,12.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,slight,None,none,6.0,decreased,firm,52.0,8.2,cloudy,7.4,yes,2207,0,0,yes,euthanized
795,yes,adult,527883,39.0,64.0,90.0,warm,reduced,normal_pink,less_3_sec,None,hypomotile,none,none,less_1_liter,6.5,decreased,distend_large,39.0,7.0,serosanguious,6.0,yes,31110,0,0,yes,lived
796,no,adult,532349,38.5,52.0,30.0,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,severe,none,more_1_liter,1.0,absent,distend_large,43.0,53.0,clear,2.0,no,3111,0,0,no,lived
797,yes,adult,528996,39.2,96.0,20.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.5,increased,firm,44.0,6.7,serosanguious,3.6,yes,2205,0,0,no,died
798,yes,adult,5287179,38.2,114.0,20.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,none,5.0,normal,distend_small,45.0,7.4,serosanguious,3.7,yes,3205,0,0,yes,lived
799,yes,adult,530254,38.6,80.0,32.0,cool,normal,pale_pink,less_3_sec,extreme_pain,absent,slight,none,more_1_liter,6.5,absent,distend_small,33.0,6.5,serosanguious,4.5,yes,3205,0,0,no,lived
800,no,adult,534787,38.5,48.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,7.0,None,None,36.0,60.0,clear,2.0,yes,3111,0,0,yes,euthanized
801,yes,adult,530693,38.5,86.0,40.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,None,more_1_liter,5.5,absent,distend_small,57.0,7.5,serosanguious,3.4,yes,2112,0,0,no,died
802,yes,adult,530561,38.0,120.0,40.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.4,absent,distend_large,47.0,7.5,cloudy,2.0,yes,2205,0,0,no,lived
803,yes,adult,535043,37.3,72.0,30.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,2.0,absent,distend_large,65.0,13.0,serosanguious,2.0,yes,5400,0,0,no,euthanized
804,yes,adult,535338,38.5,129.0,48.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,None,distend_large,57.0,66.0,None,2.0,yes,2206,0,0,no,lived
805,yes,adult,529461,38.4,108.0,12.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_small,74.0,7.5,serosanguious,2.6,yes,5400,0,0,yes,died
806,yes,adult,528214,37.3,84.0,12.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,4.4,absent,distend_small,54.0,8.1,serosanguious,4.7,yes,2209,0,0,no,lived
807,yes,adult,528019,38.0,36.0,16.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,2.0,absent,distend_large,45.0,6.9,serosanguious,2.8,yes,3111,0,0,yes,lived
808,no,adult,530001,39.4,112.0,36.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,none,more_1_liter,2.0,None,None,58.0,7.0,serosanguious,3.9,yes,2206,0,0,no,euthanized
809,yes,adult,527365,38.2,42.0,14.0,cool,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.0,absent,distend_large,39.0,8.7,serosanguious,3.6,yes,3205,0,0,yes,died
810,yes,adult,529642,38.6,96.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.5,decreased,distend_small,60.0,7.5,clear,5.4,yes,2124,0,0,no,died
811,yes,young,5290409,39.1,164.0,84.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,severe,none,less_1_liter,5.5,decreased,None,48.0,7.2,serosanguious,5.3,yes,2208,0,0,yes,died
812,no,young,528298,38.2,72.0,24.0,None,None,None,less_3_sec,None,None,None,None,None,5.5,None,None,30.0,5.7,clear,10.0,yes,3111,0,0,yes,died
813,yes,adult,528890,39.0,60.0,24.0,cold,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,4.5,absent,distend_large,54.0,8.6,serosanguious,4.1,yes,3205,0,0,no,died
814,yes,adult,528641,39.3,120.0,90.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,none,3.5,decreased,distend_large,69.0,6.0,serosanguious,5.3,yes,4205,0,0,no,died
815,yes,adult,529424,38.0,64.0,28.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,significant,None,7.0,normal,None,40.0,7.0,clear,5.0,no,0,0,0,yes,lived
816,yes,adult,529483,38.3,88.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,none,slight,less_1_liter,6.2,decreased,distend_large,45.0,6.4,clear,2.6,yes,0,0,0,yes,lived
817,no,adult,529642,38.0,48.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,5.0,absent,distend_large,43.0,5.3,clear,2.6,yes,3111,0,0,yes,lived
818,yes,adult,529427,36.5,60.0,32.0,normal,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,7.0,decreased,distend_small,54.0,7.5,serosanguious,3.4,yes,2209,0,0,yes,died
819,no,adult,529642,37.7,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,none,less_1_liter,5.0,normal,normal,49.0,8.0,clear,7.0,no,0,0,0,yes,lived
820,yes,adult,533696,37.8,60.0,12.0,cool,normal,pale_pink,less_3_sec,None,absent,moderate,none,more_1_liter,2.0,None,None,51.0,65.0,serosanguious,2.0,yes,3111,0,0,no,lived
821,yes,adult,528641,38.2,52.0,66.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,4.4,decreased,distend_small,41.0,6.2,cloudy,2.8,yes,2208,0,0,yes,lived
822,no,adult,534135,38.3,48.0,12.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,2.0,decreased,distend_large,41.0,51.0,clear,2.0,no,3111,0,0,no,lived
823,yes,adult,533847,37.3,60.0,32.0,normal,None,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,2.0,absent,None,45.0,70.0,cloudy,2.0,yes,2208,0,0,no,lived
824,yes,adult,527563,37.8,52.0,24.0,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,none,slight,more_1_liter,5.7,increased,distend_large,48.0,6.6,clear,3.7,yes,5400,0,0,yes,died
825,no,adult,5290759,38.1,44.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,7.0,normal,distend_small,41.0,5.3,clear,5.0,no,3111,0,0,yes,lived
826,yes,adult,530360,38.8,86.0,40.0,cool,reduced,bright_red,more_3_sec,extreme_pain,absent,severe,none,less_1_liter,4.5,absent,distend_small,65.0,7.6,cloudy,3.9,yes,3205,0,0,no,died
827,yes,adult,529272,38.1,54.0,40.0,normal,normal,bright_pink,less_3_sec,depressed,hypermotile,moderate,significant,none,4.5,None,distend_small,41.0,7.2,serosanguious,4.5,yes,2209,0,0,yes,died
828,no,adult,530242,37.5,48.0,40.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,significant,more_1_liter,1.5,absent,distend_large,40.0,7.5,clear,2.4,no,31110,0,0,yes,lived
829,yes,adult,529172,38.4,56.0,40.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,none,slight,less_1_liter,7.0,None,None,47.0,7.5,clear,2.0,no,8300,0,0,no,lived
830,yes,adult,527883,38.1,64.0,90.0,warm,normal,normal_pink,less_3_sec,depressed,hypomotile,none,slight,less_1_liter,5.0,normal,distend_large,36.0,7.5,clear,3.3,yes,31110,0,0,yes,lived
831,yes,young,5290409,39.4,164.0,84.0,cool,normal,dark_cyanotic,more_3_sec,depressed,absent,severe,slight,more_1_liter,5.0,None,None,48.0,7.6,serosanguious,5.2,yes,2300,0,0,yes,died
832,yes,adult,534784,38.0,48.0,24.0,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,2.0,normal,None,37.0,56.0,clear,2.0,yes,7111,0,0,no,lived
833,yes,adult,528247,38.3,96.0,68.0,cool,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,None,none,3.0,normal,None,52.0,7.2,serosanguious,3.9,yes,2209,0,0,yes,died
834,yes,adult,534163,38.3,45.0,40.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,none,none,2.0,decreased,distend_large,42.0,64.0,cloudy,2.0,yes,3205,0,0,yes,lived
835,yes,adult,5301219,39.9,96.0,24.0,cool,reduced,None,None,extreme_pain,absent,moderate,none,more_1_liter,6.0,absent,distend_large,45.0,7.5,serosanguious,2.3,yes,3205,0,0,yes,died
836,yes,adult,534784,37.9,48.0,20.0,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_large,46.0,82.0,serosanguious,2.0,yes,2208,0,0,no,lived
837,yes,adult,527706,38.5,60.0,16.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,decreased,distend_large,41.0,7.0,cloudy,2.6,yes,3205,0,0,no,lived
838,yes,adult,534556,38.2,84.0,40.0,cool,normal,pale_cyanotic,less_3_sec,depressed,absent,moderate,none,more_1_liter,2.0,absent,distend_small,46.0,81.0,cloudy,2.0,no,2208,0,0,no,euthanized
839,yes,adult,534784,38.2,96.0,42.0,normal,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,42.0,71.0,clear,2.0,yes,2206,0,0,no,lived
840,yes,adult,530526,36.1,136.0,96.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,significant,none,4.3,absent,distend_large,47.0,6.0,serosanguious,3.9,yes,6111,0,0,yes,lived
841,yes,young,528461,38.4,124.0,96.0,cold,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,less_1_liter,4.4,absent,distend_small,50.0,7.8,serosanguious,3.4,yes,2209,0,0,yes,died
842,yes,adult,534787,38.2,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,significant,more_1_liter,2.0,decreased,None,37.0,75.0,cloudy,2.0,no,3111,0,0,yes,euthanized
843,no,adult,529821,38.4,48.0,36.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,slight,less_1_liter,6.5,normal,None,37.0,6.5,clear,1.0,no,0,0,0,yes,lived
844,yes,adult,533836,37.2,88.0,48.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,2.0,absent,distend_small,55.0,64.0,clear,2.0,yes,2209,0,0,no,euthanized
845,yes,adult,528812,37.8,40.0,12.0,normal,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,6.5,absent,distend_small,23.0,6.4,cloudy,1.4,yes,2209,0,0,yes,lived
846,yes,adult,530001,37.4,96.0,28.0,cold,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,None,none,4.5,absent,distend_large,60.0,6.5,serosanguious,3.6,yes,3205,0,0,yes,died
847,yes,adult,534556,39.3,56.0,16.0,warm,None,pale_pink,less_3_sec,alert,hypomotile,slight,none,more_1_liter,1.0,normal,distend_large,37.0,62.0,clear,2.0,no,2207,0,0,no,euthanized
848,no,adult,527365,38.0,64.0,18.0,normal,normal,pale_cyanotic,more_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,4.5,normal,distend_small,59.0,7.5,cloudy,2.9,yes,4300,0,0,no,lived
849,yes,adult,534756,37.3,36.0,16.0,None,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,significant,none,2.0,decreased,distend_large,37.0,75.0,serosanguious,1.0,no,3111,0,0,no,lived
850,no,adult,528523,38.5,54.0,20.0,normal,normal,normal_pink,less_3_sec,depressed,normal,none,slight,less_1_liter,3.0,decreased,firm,44.0,7.5,cloudy,2.3,no,0,0,0,yes,lived
851,no,adult,529388,38.0,92.0,28.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,slight,none,none,4.5,decreased,distend_small,57.0,8.1,serosanguious,5.2,no,5400,0,0,yes,died
852,no,adult,528178,38.5,54.0,40.0,normal,normal,bright_pink,less_3_sec,alert,hypermotile,none,slight,less_1_liter,7.0,normal,normal,44.0,7.5,cloudy,1.3,no,0,0,0,yes,lived
853,yes,adult,529703,38.1,112.0,9.0,cold,normal,pale_cyanotic,more_3_sec,depressed,absent,moderate,none,more_1_liter,5.5,decreased,distend_large,43.0,6.4,clear,3.9,yes,3209,0,0,no,died
854,yes,adult,534885,38.2,52.0,24.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,2.0,decreased,distend_small,42.0,71.0,cloudy,2.0,yes,2208,0,0,no,lived
855,yes,adult,535043,39.2,100.0,51.0,cool,normal,dark_cyanotic,less_3_sec,mild_pain,absent,moderate,none,less_1_liter,2.0,None,None,50.0,13.0,serosanguious,2.0,yes,2113,0,0,no,euthanized
856,no,adult,530002,39.6,108.0,51.0,cold,absent,dark_cyanotic,more_3_sec,depressed,absent,severe,none,less_1_liter,2.0,None,distend_large,65.0,82.0,cloudy,2.0,no,4300,0,0,no,lived
857,yes,adult,535054,39.3,100.0,51.0,cold,absent,dark_cyanotic,more_3_sec,depressed,absent,none,none,less_1_liter,2.0,None,distend_small,66.0,13.0,serosanguious,2.0,yes,2113,0,0,no,euthanized
858,yes,adult,529160,38.2,66.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,4.0,absent,distend_small,54.0,7.2,serosanguious,2.3,yes,2208,0,0,no,died
859,no,adult,528743,38.0,108.0,36.0,normal,reduced,bright_red,more_3_sec,depressed,absent,moderate,none,less_1_liter,7.0,absent,distend_small,68.0,5.7,serosanguious,3.4,yes,2208,0,0,no,died
860,yes,adult,528570,36.1,50.0,50.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,decreased,distend_small,35.0,6.5,cloudy,3.6,yes,2209,0,0,yes,died
861,yes,adult,529304,38.2,80.0,42.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,1.5,absent,distend_large,52.0,7.0,serosanguious,2.6,yes,5400,0,0,no,lived
862,no,adult,529172,38.2,80.0,40.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,decreased,normal,47.0,7.1,serosanguious,2.5,yes,8300,0,0,yes,lived
863,yes,adult,528804,38.3,66.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,4.3,increased,firm,37.0,7.1,cloudy,1.6,yes,3205,0,0,yes,lived
864,yes,adult,528620,38.4,42.0,12.0,cool,None,pale_pink,less_3_sec,mild_pain,absent,none,slight,less_1_liter,2.0,absent,distend_small,40.0,6.7,cloudy,3.9,yes,2208,0,0,yes,lived
865,yes,adult,527463,37.1,84.0,48.0,normal,normal,dark_cyanotic,more_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.0,absent,distend_small,72.0,6.6,None,3.2,yes,2208,0,0,no,died
866,no,adult,529642,39.3,88.0,24.0,cool,reduced,bright_red,more_3_sec,severe_pain,absent,severe,significant,less_1_liter,4.0,normal,normal,52.0,8.1,serosanguious,2.6,yes,3124,0,0,no,euthanized
867,no,adult,529498,37.5,48.0,16.0,normal,normal,pale_pink,less_3_sec,alert,hypermotile,slight,slight,more_1_liter,7.0,None,other,41.0,8.6,cloudy,5.3,no,0,0,0,yes,lived
868,yes,adult,5290759,38.5,96.0,36.0,cool,reduced,bright_red,more_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_small,52.0,8.0,serosanguious,3.4,yes,2205,0,0,no,died
869,yes,adult,527706,39.0,84.0,24.0,cool,normal,bright_pink,less_3_sec,depressed,hypermotile,none,slight,none,7.0,absent,distend_small,37.0,6.5,serosanguious,4.1,yes,7209,0,0,yes,died
870,yes,adult,530693,37.8,86.0,30.0,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_large,57.0,6.1,serosanguious,4.5,yes,31110,0,0,yes,lived
871,yes,adult,529386,39.0,120.0,28.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,moderate,slight,none,4.0,absent,distend_large,65.0,7.1,serosanguious,4.3,yes,3205,0,0,yes,died
872,yes,adult,529729,37.8,46.0,28.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.7,increased,distend_small,37.0,6.6,serosanguious,5.0,yes,2207,0,0,no,lived
873,yes,adult,5299603,38.5,66.0,24.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,3.0,absent,distend_large,31.5,6.7,clear,3.0,yes,31110,0,0,no,lived
874,yes,adult,529461,37.7,84.0,36.0,cool,normal,pale_cyanotic,less_3_sec,extreme_pain,absent,none,slight,more_1_liter,5.3,normal,None,43.0,6.6,serosanguious,4.5,yes,5400,0,0,yes,died
875,no,adult,5297379,38.5,136.0,48.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,None,less_1_liter,4.0,absent,None,60.0,6.8,serosanguious,4.4,yes,4205,0,0,yes,died
876,yes,adult,528548,38.2,66.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,slight,slight,none,3.0,normal,distend_small,44.0,7.2,cloudy,3.6,yes,2209,0,0,yes,died
877,yes,adult,535392,38.1,66.0,12.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,2.0,absent,distend_large,43.0,51.0,clear,1.0,no,2124,0,0,no,lived
878,yes,adult,533886,39.3,88.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,None,none,more_1_liter,2.0,None,distend_large,55.0,64.0,serosanguious,2.0,no,3205,0,0,no,euthanized
879,no,adult,528812,38.7,48.0,24.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,none,more_1_liter,5.5,decreased,None,49.0,9.1,clear,10.1,no,3111,0,0,no,lived
880,no,adult,529461,40.3,114.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,none,5.0,absent,distend_small,57.0,6.5,serosanguious,4.8,no,2208,0,0,yes,lived
881,yes,adult,534157,38.0,52.0,18.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,2.0,decreased,distend_small,52.0,75.0,clear,2.0,yes,2322,0,0,no,lived
882,no,adult,528729,38.4,54.0,40.0,normal,normal,bright_pink,less_3_sec,alert,hypermotile,none,slight,less_1_liter,7.0,normal,normal,49.0,9.0,cloudy,7.4,no,0,0,0,yes,lived
883,no,adult,529703,38.6,44.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,slight,significant,None,7.0,normal,normal,44.0,7.3,cloudy,1.6,no,0,0,0,yes,lived
884,yes,young,528548,37.5,164.0,84.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,none,less_1_liter,5.4,absent,normal,50.0,6.0,serosanguious,3.9,no,1400,0,0,no,died
885,no,adult,528469,38.1,52.0,24.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,slight,slight,none,7.0,normal,firm,54.0,7.5,cloudy,4.1,no,2124,0,0,yes,lived
886,no,adult,528996,36.6,52.0,16.0,normal,normal,normal_pink,more_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,7.0,normal,firm,32.0,6.6,cloudy,4.5,yes,2205,0,0,yes,lived
887,yes,adult,527544,37.7,96.0,28.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_large,48.0,6.5,serosanguious,3.9,yes,31110,0,0,yes,lived
888,no,adult,529777,38.0,52.0,32.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,severe,slight,more_1_liter,5.0,absent,distend_small,52.0,6.8,cloudy,2.6,no,2124,0,0,no,died
889,yes,adult,528469,38.1,52.0,24.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,none,7.0,normal,distend_large,54.0,7.5,cloudy,2.6,yes,2112,0,0,no,died
890,no,adult,535029,37.1,72.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,severe,none,more_1_liter,2.0,absent,distend_large,67.0,51.0,cloudy,2.0,yes,1400,0,0,no,euthanized
